species	proteome_id	tax_id	superregnum	uniprot_fasta_file	count	mean	var	log10_mean	log10_var	division_both_dbs
Planococcus halotolerans	UP000251002	2233542	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000251002/UP000251002_2233542.fasta.gz	3547.0	289.2509162672681	35796.25851227358	2.3784427130996817	0.075547051373276	bacteria
Candidatus Tokpelaia sp.	UP000322788	2233777	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000322788/UP000322788_2233777.fasta.gz	1880.0	288.54095744680853	60423.75563931697	2.341622125880995	0.1043371069861669	bacteria
Blastochloris tepida	UP000266934	2233851	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266934/UP000266934_2233851.fasta.gz	3554.0	311.3632526730445	54781.00986231328	2.3938638881466434	0.0882904901735473	bacteria
Serratia sp. S1B	UP000244888	2233853	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000244888/UP000244888_2233853.fasta.gz	6810.0	319.00249632892803	57737.68203224592	2.4111175682620463	0.0828923010731235	bacteria
Marinilabiliaceae bacterium JC017	UP000292675	2234116	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000292675/UP000292675_2234116.fasta.gz	4913.0	348.75982088337065	89833.75297000048	2.423429412089203	0.1059596017187362	bacteria
Ornithinimicrobium cerasi	UP000219688	2248773	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000219688/UP000219688_2248773.fasta.gz	3368.0	336.29038004750595	52969.29551776464	2.4395052958138286	0.079364297806654	bacteria
Corallococcus sp. H22C18031201	UP000270677	2249217	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000270677/UP000270677_2249217.fasta.gz	7103.0	377.5499084893707	153717.46382109838	2.4733016991264125	0.0845789833920168	bacteria
Roseovarius sp. TE539	UP000252940	2249812	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252940/UP000252940_2249812.fasta.gz	3470.0	316.285878962536	41865.104182205	2.41723631553116	0.0760958585918308	bacteria
Geodermatophilus sp. TF02-6	UP000253027	2250575	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253027/UP000253027_2250575.fasta.gz	4244.0	317.7622525918944	41104.88737046081	2.4196157293868086	0.0764618992040053	bacteria
Blastococcus sp. TF02-9	UP000253272	2250576	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253272/UP000253272_2250576.fasta.gz	3851.0	318.06855362243573	43922.26906541394	2.4210183648120696	0.0736050470618209	bacteria
Blastococcus sp. TF02A-30	UP000253175	2250580	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253175/UP000253175_2250580.fasta.gz	3930.0	315.8027989821883	40002.4653014027	2.4210479279663315	0.0712480900277519	bacteria
Blastococcus sp. TBT05-19	UP000253254	2250581	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253254/UP000253254_2250581.fasta.gz	3699.0	318.9940524466072	41758.23847191828	2.423171101476387	0.0733411951141223	bacteria
Mesosutterella multiformis	UP000266091	2259133	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266091/UP000266091_2259133.fasta.gz	2198.0	321.16060054595084	48537.31465999421	2.414933925059141	0.0838554462520904	bacteria
Bacillus piezotolerans	UP000257144	2259171	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000257144/UP000257144_2259171.fasta.gz	4395.0	284.90352673492606	37835.75081823751	2.360771851190624	0.087592235054664	bacteria
Rhodosalinus sp. E84	UP000253370	2259333	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253370/UP000253370_2259333.fasta.gz	3680.0	314.02608695652174	38372.34289090845	2.418157115532875	0.0725652631275391	bacteria
Paracoccus suum	UP000252023	2259340	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252023/UP000252023_2259340.fasta.gz	3039.0	317.3968410661401	40610.71343307249	2.4251709603655502	0.0694497632032819	bacteria
Alteromonas sediminis	UP000275281	2259342	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000275281/UP000275281_2259342.fasta.gz	3562.0	339.1443009545199	49150.47453785717	2.4459932189524407	0.076326405639923	bacteria
Dyadobacter luteus	UP000256373	2259619	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000256373/UP000256373_2259619.fasta.gz	5642.0	358.62672811059906	67958.79168399236	2.4536878908904005	0.0901858416689589	bacteria
Hydrocarboniclastica marina	UP000298049	2259620	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000298049/UP000298049_2259620.fasta.gz	3673.0	333.04301660767766	50713.225817912855	2.436475199741361	0.0777166339308298	bacteria
Psychromonas sp. B3M02	UP000252071	2267226	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252071/UP000252071_2267226.fasta.gz	3376.0	324.8752962085308	45277.17229620853	2.4291962670767857	0.0749299907020346	bacteria
Loktanella sp. D2R18	UP000253154	2267230	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253154/UP000253154_2267230.fasta.gz	3591.0	304.2929546087441	42321.23950188067	2.4028212197608902	0.0721727838481471	bacteria
Tepidimonas charontis	UP000318294	2267262	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000318294/UP000318294_2267262.fasta.gz	2630.0	315.5916349809886	47867.009287169865	2.402349746442068	0.0906925969841788	bacteria
Streptomyces sp. SDr-06	UP000253031	2267702	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253031/UP000253031_2267702.fasta.gz	7480.0	322.2705882352941	45237.08922709076	2.4248279834145263	0.0761052679537431	bacteria
Pseudomonas sp. SST3	UP000253692	2267882	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253692/UP000253692_2267882.fasta.gz	6978.0	258.713384924047	35300.25408769501	2.308851522498224	0.0955046823428384	bacteria
Ephemeroptericola cinctiostellae	UP000252182	2268024	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252182/UP000252182_2268024.fasta.gz	2476.0	313.41155088852986	62419.131971573566	2.3979411300065743	0.087578655642421	bacteria
Runella sp. SP2	UP000270973	2268026	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000270973/UP000270973_2268026.fasta.gz	5998.0	383.1513837945982	122935.33675896523	2.4706491087396296	0.0942116398418733	bacteria
Desertihabitans brevis	UP000252770	2268447	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252770/UP000252770_2268447.fasta.gz	3682.0	329.28978815860944	49312.47753220179	2.4372846778767414	0.0722803488963701	bacteria
Microbacterium sp. ABRD_28	UP000280903	2268461	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000280903/UP000280903_2268461.fasta.gz	3036.0	327.5820158102767	40598.63874071276	2.440914063093492	0.0680547981560729	bacteria
Winogradskyella sp. KYW1333	UP000253188	2282123	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253188/UP000253188_2282123.fasta.gz	2480.0	346.6463709677419	61287.22342369452	2.4478494055052864	0.0822855405472754	bacteria
Kordia sp. SMS9	UP000253780	2282170	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253780/UP000253780_2282170.fasta.gz	4631.0	343.8719499028288	105340.79115902644	2.405890440910758	0.1142643356610556	bacteria
Corallincola sp. C4	UP000252558	2282215	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000252558/UP000252558_2282215.fasta.gz	3747.0	339.354149986656	101970.85879417184	2.428265464362412	0.0868535136234208	bacteria
Halomonas sp. TQ8S	UP000253204	2282306	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253204/UP000253204_2282306.fasta.gz	4010.0	319.0281795511222	51905.37635712415	2.4095199402712835	0.0850592184259904	bacteria
Runella sp. YX9	UP000253141	2282308	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253141/UP000253141_2282308.fasta.gz	5856.0	365.09289617486337	71150.05353791305	2.465904831026142	0.0864626350676599	bacteria
Dyella tabacisoli	UP000253782	2282381	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253782/UP000253782_2282381.fasta.gz	4066.0	365.1861780619774	190667.26889623792	2.444387537760732	0.0923216549126759	bacteria
Thalassococcus profundi	UP000253977	2282382	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253977/UP000253977_2282382.fasta.gz	4371.0	321.28734843285287	99180.51512365411	2.4177961596421538	0.0755781321392062	bacteria
Streptococcus sp. 28462	UP000279194	2282420	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000279194/UP000279194_2282420.fasta.gz	1977.0	301.73899848254933	48771.60694494788	2.381117105339222	0.088959433413873	bacteria
Streptomyces corynorhini	UP000253741	2282652	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253741/UP000253741_2282652.fasta.gz	6445.0	333.0089992242048	64516.373599944905	2.4294383651026155	0.0830283654023206	bacteria
Pelagibacterium lacus	UP000253759	2282655	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253759/UP000253759_2282655.fasta.gz	3129.0	309.0808565036753	36684.50337062166	2.412452069160852	0.0714408669111711	bacteria
Streptomyces paludis	UP000253868	2282738	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253868/UP000253868_2282738.fasta.gz	6807.0	349.8341413251065	94903.76223120133	2.453017185860259	0.0772077284634198	bacteria
Sporosarcina sp. BI001-red	UP000256461	2282866	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000256461/UP000256461_2282866.fasta.gz	3366.0	297.1740938799762	36469.771168198014	2.387959585248096	0.0786233026822705	bacteria
Ornithinimicrobium sp. AMA3305	UP000253790	2283195	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253790/UP000253790_2283195.fasta.gz	3428.0	334.58372228704786	51331.84329492373	2.4403289514220226	0.0752940032740652	bacteria
Motiliproteus coralliicola	UP000253769	2283196	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253769/UP000253769_2283196.fasta.gz	3762.0	326.40829346092505	49703.99597480564	2.430094849034905	0.0744676028186204	bacteria
Sphingomonas sp. WZY 27	UP000253918	2283317	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253918/UP000253918_2283317.fasta.gz	3410.0	318.27448680351904	49607.90410101259	2.408803992440854	0.084708909345423	bacteria
Moraxellaceae bacterium HYN0046	UP000253940	2283318	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253940/UP000253940_2283318.fasta.gz	3297.0	324.1480133454656	48549.40466307264	2.425525516656446	0.0760483365315426	bacteria
Psychrilyobacter sp. S5	UP000253914	2283384	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253914/UP000253914_2283384.fasta.gz	3023.0	309.55970889844525	43173.64095716209	2.4035397789016115	0.0805549848161547	bacteria
Oceanispirochaeta sp. M1	UP000253869	2283433	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000253869/UP000253869_2283433.fasta.gz	5141.0	345.6214744213188	44856.93295510192	2.4603109651980413	0.0740611928640121	bacteria
Paracoccus sp. JM45	UP000265822	2283626	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000265822/UP000265822_2283626.fasta.gz	3379.0	313.0467593962711	35202.91137123013	2.4186672960442426	0.072987169386744	bacteria
Ancylomarina euxinus	UP000285794	2283627	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285794/UP000285794_2283627.fasta.gz	3457.0	361.30344229100376	71540.68133363331	2.461194810475224	0.0859363370527774	bacteria
Fusibacter sp. A1	UP000290764	2283630	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000290764/UP000290764_2283630.fasta.gz	3729.0	323.75489407347817	44194.01018593969	2.427988230414546	0.075153074549629	bacteria
Halioglobus sediminis	UP000265509	2283635	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000265509/UP000265509_2283635.fasta.gz	3770.0	344.4997347480106	51304.35248069376	2.452673138494	0.0784019405221345	bacteria
Candidatus Cryosericum terrychapinii	UP000266328	2290919	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266328/UP000266328_2290919.fasta.gz	1392.0	318.9719827586207	44864.5031684598	2.4158869973306407	0.0808519175849939	bacteria
Lysobacter sp. TY2-98	UP000254438	2290922	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000254438/UP000254438_2290922.fasta.gz	2919.0	322.9188078108941	55889.15481749526	2.416003474916471	0.0807641521233095	bacteria
Trinickia dinghuensis	UP000256838	2291023	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000256838/UP000256838_2291023.fasta.gz	6498.0	326.7049861495845	46066.18615644894	2.432770161026296	0.0751977660553258	bacteria
Deminuibacter soli	UP000261284	2291815	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000261284/UP000261284_2291815.fasta.gz	4790.0	355.787891440501	82765.18740816528	2.44870143995898	0.0894355330252684	bacteria
Absiella sp. AM09-45	UP000262570	2291993	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000262570/UP000262570_2291993.fasta.gz	4075.0	305.279018404908	51271.88064704803	2.393209602696697	0.0813079098166751	bacteria
Dorea sp. AF36-15AT	UP000266623	2292041	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266623/UP000266623_2292041.fasta.gz	2785.0	313.02118491921004	46924.490571152935	2.404391217472969	0.0834689661060442	bacteria
Eubacterium sp. AM18-10LB-B	UP000266359	2292044	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266359/UP000266359_2292044.fasta.gz	2530.0	297.8719367588933	50993.90846481213	2.3758084646696696	0.0870338375635971	bacteria
Lachnotalea sp. AF33-28	UP000285302	2292046	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285302/UP000285302_2292046.fasta.gz	4332.0	351.0330101569714	54473.03446768589	2.4579326507244166	0.0816527330297514	bacteria
Mitsuokella sp. AF33-22	UP000284511	2292047	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284511/UP000284511_2292047.fasta.gz	2221.0	334.8721296713192	51476.81877694894	2.443027316101034	0.0741257876723895	bacteria
Parabacteroides sp. AF48-14	UP000283361	2292052	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000283361/UP000283361_2292052.fasta.gz	3786.0	348.62466983623875	64465.0905299438	2.4357501544215925	0.0978889582424408	bacteria
Parabacteroides sp. AM08-6	UP000285678	2292053	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285678/UP000285678_2292053.fasta.gz	3426.0	362.3111500291886	67731.06928877922	2.4592754426295427	0.0915376170353898	bacteria
Roseburia sp. AM16-25	UP000286373	2292065	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000286373/UP000286373_2292065.fasta.gz	2357.0	337.6754348748409	47818.07330546657	2.440925329590101	0.0823125570324805	bacteria
Ruminococcus sp. AF41-9	UP000285673	2292069	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285673/UP000285673_2292069.fasta.gz	3566.0	300.1707795849691	48179.18569291242	2.373286993470795	0.0959255094528731	bacteria
Sutterella sp. AM11-39	UP000284958	2292075	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284958/UP000284958_2292075.fasta.gz	1912.0	338.3049163179916	60855.56003861151	2.4415221829340767	0.0791918555023825	bacteria
Alistipes sp. AF17-16	UP000265869	2292190	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000265869/UP000265869_2292190.fasta.gz	2605.0	348.3792706333973	55450.82384048165	2.4471542865811635	0.088753302110532	bacteria
Anaerotruncus sp. AF02-27	UP000284135	2292191	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284135/UP000284135_2292191.fasta.gz	3622.0	299.6976808393153	43895.79010232506	2.3817718878875014	0.0879701745151005	bacteria
Coprococcus sp. AF21-14LB	UP000285019	2292231	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285019/UP000285019_2292231.fasta.gz	2287.0	301.9763882815916	36273.68973095678	2.3972939751306264	0.0769121186163198	bacteria
Pseudoflavonifractor sp. AF19-9AC	UP000285063	2292244	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285063/UP000285063_2292244.fasta.gz	2880.0	309.86076388888887	46439.83854335514	2.398854839113993	0.0836681526930708	bacteria
Lactobacillus suantsaii	UP000290602	2292255	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000290602/UP000290602_2292255.fasta.gz	2163.0	305.079981507166	41170.544478815566	2.396262971465303	0.0820939151229512	bacteria
Pseudolabrys sp. GY_H	UP000263993	2292256	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000263993/UP000263993_2292256.fasta.gz	3838.0	315.70713913496616	46240.552208597255	2.421057746394123	0.0706119138651484	bacteria
Sphingorhabdus sp. GY_G	UP000263833	2292257	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000263833/UP000263833_2292257.fasta.gz	3125.0	317.68448	54077.98044087069	2.4156443028216548	0.0760120796265921	bacteria
Ruminococcaceae bacterium AM28-23LB	UP000284026	2292269	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284026/UP000284026_2292269.fasta.gz	2802.0	300.2373304782298	48251.69624249625	2.381080495765836	0.0855643477803157	bacteria
Ruminococcaceae bacterium TF06-43	UP000286443	2292270	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000286443/UP000286443_2292270.fasta.gz	3276.0	288.0827228327228	46426.94552125568	2.3579579965299606	0.0912027721626136	bacteria
Lachnospiraceae bacterium AM48-27BH	UP000285913	2292271	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285913/UP000285913_2292271.fasta.gz	3679.0	299.8089154661593	59430.68968667013	2.372826812983316	0.0921868763842709	bacteria
Lachnospiraceae bacterium OM04-12BH	UP000284430	2292272	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284430/UP000284430_2292272.fasta.gz	3107.0	321.70485999356293	45877.62921977273	2.418645291688085	0.0840329550945734	bacteria
Lachnospiraceae bacterium OF09-33XD	UP000265865	2292273	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000265865/UP000265865_2292273.fasta.gz	3402.0	293.10993533215753	40539.6556554501	2.378773892084536	0.0813647852090593	bacteria
Clostridiaceae bacterium OM08-6BH	UP000284832	2292274	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284832/UP000284832_2292274.fasta.gz	3400.0	311.03705882352943	57816.69118287386	2.391914021025104	0.0908927142772984	bacteria
Clostridiaceae bacterium OM02-2AC	UP000285707	2292275	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285707/UP000285707_2292275.fasta.gz	4350.0	305.42850574712645	62613.53719597319	2.388774996635191	0.0831785873039367	bacteria
Bacteroides sp. OF04-15BH	UP000284249	2292281	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284249/UP000284249_2292281.fasta.gz	3052.0	360.23197903014415	67262.02483082487	2.453205376093887	0.0954196306356471	bacteria
Bacteroides sp. OM05-12	UP000264777	2292283	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000264777/UP000264777_2292283.fasta.gz	3429.0	384.652668416448	87109.75126256826	2.4768985143047644	0.0970195429969608	bacteria
Bacteroides sp. OM08-11	UP000262405	2292284	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000262405/UP000262405_2292284.fasta.gz	3094.0	372.074014221073	64328.876188407165	2.4736937860722774	0.0906058013294844	bacteria
Blautia sp. OF03-15BH	UP000285119	2292287	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285119/UP000285119_2292287.fasta.gz	3234.0	335.62801484230056	54784.60176364222	2.4342491173386698	0.0850763784836612	bacteria
Clostridium sp. AM58-1XD	UP000266320	2292307	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266320/UP000266320_2292307.fasta.gz	3528.0	304.2928004535148	38629.0299226344	2.400501142088112	0.0769740826155156	bacteria
Clostridium sp. OM02-18AC	UP000266676	2292311	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266676/UP000266676_2292311.fasta.gz	3013.0	324.9210089611683	48291.58007972534	2.4225365139204698	0.0837810076277663	bacteria
Dorea sp. OM02-2LB	UP000262214	2292347	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000262214/UP000262214_2292347.fasta.gz	2740.0	320.4770072992701	47864.07577636359	2.414648503423727	0.0844836231637898	bacteria
Megasphaera sp. AM44-1BH	UP000284368	2292358	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284368/UP000284368_2292358.fasta.gz	2578.0	324.0857253685027	48124.20956720743	2.42678029521829	0.0768333104100035	bacteria
Prevotella sp. AM34-19LB	UP000285328	2292364	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285328/UP000285328_2292364.fasta.gz	2572.0	323.02993779160187	49900.3176564722	2.409779169585218	0.0924033497426501	bacteria
Ruminococcus sp. AM42-11	UP000284976	2292372	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284976/UP000284976_2292372.fasta.gz	3917.0	297.5116160326781	49235.298958496045	2.36744604725562	0.0965642698143122	bacteria
Thermoanaerobacteraceae bacterium SP2	UP000271566	2292448	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000271566/UP000271566_2292448.fasta.gz	3424.0	295.7683995327103	39419.75966720112	2.376475537305926	0.0899177247582004	bacteria
Paenibacillus paeoniae	UP000261905	2292705	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000261905/UP000261905_2292705.fasta.gz	5044.0	329.4902854877081	69163.60470434045	2.423955667505989	0.0815944229242033	bacteria
Persicimonas caeni	UP000315995	2292766	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000315995/UP000315995_2292766.fasta.gz	5752.0	401.0618915159944	88151.23386656588	2.5074112405449696	0.0847263626737986	bacteria
Parvularcula sp. SM1705	UP000264589	2292771	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000264589/UP000264589_2292771.fasta.gz	3100.0	330.39290322580644	59171.92560305614	2.429410589792496	0.0793399039358688	bacteria
Alistipes sp. AF14-19	UP000263263	2292910	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000263263/UP000263263_2292910.fasta.gz	3142.0	341.52800763844687	58898.70074349819	2.4330824265720348	0.091422823791506	bacteria
Erysipelatoclostridium sp. AM42-17	UP000284957	2293102	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284957/UP000284957_2293102.fasta.gz	2067.0	309.78761490082246	41198.59620665124	2.4078369528248684	0.0758005417623965	bacteria
Eubacterium sp. AF36-5BH	UP000262191	2293108	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000262191/UP000262191_2293108.fasta.gz	2295.0	342.44183006535945	97496.6904901106	2.4259132350777914	0.0945397440953308	bacteria
Roseburia sp. AM59-24XD	UP000285778	2293138	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000285778/UP000285778_2293138.fasta.gz	2844.0	310.13502109704643	51748.9082489971	2.391209376133042	0.0907966862088601	bacteria
