genes_species	genes_mean	genes_var	tax_id	prots_superregnum	prots_mean	prots_var	merged_division_superregnum
_clostridium_symbiosum_wal_14163_gca_000189595	959.5543941979522	456084.9225793641	742740	bacteria	320.1283204798629	50684.19844354673	bacteria
mycoplasma_flocculare_atcc_27399_gca_000815065	1201.2646536412078	1015451.5223605116	743971	bacteria	400.992766726944	114166.5832809183	bacteria
sphaerotilus_hippei_gca_003201595	1028.5218710493048	542850.1398224974	744406	bacteria	343.1844241501776	60205.56937925471	bacteria
treponema_caldarium_dsm_7334_gca_000219725	1058.196486195769	529790.771996257	744872	bacteria	353.3064633260712	59095.48614055677	bacteria
roseibium_sp_trichskd4_gca_000148725	823.1655769859431	475984.6573925966	744980	bacteria	275.52685248130524	53657.089028949165	bacteria
pisciglobus_halotolerans_gca_900113675	881.7981407702523	340658.43576270645	745365	bacteria	294.41915367483296	37803.976192688046	bacteria
gemmiger_formicilis_gca_900167555	982.0217010850542	501059.52263814176	745368	bacteria	327.6282369634622	55845.61688869329	bacteria
pseudogulbenkiania_sp_nh8b_gca_000283535	945.863976083707	399277.2792750914	748280	bacteria	315.4052551793835	44422.148590015735	bacteria
prevotella_bryantii_b14_gca_000179055	1109.6424460431654	702317.6195003119	752555	bacteria	371.14592430858806	78341.92081701937	bacteria
propionibacterium_freudenreichii_subsp_shermanii_cirm_bia1_gca_000091725	954.818947368421	421455.5367090853	754252	bacteria	321.74285714285713	46835.42020664481	bacteria
tenacibaculum_sp_sz_18_gca_002813915	987.341236240474	697250.1124916389	754423	bacteria	329.3784860557769	77893.8219793754	bacteria
photobacterium_aphoticum_gca_000755345	628.5828555045872	222434.12273971585	754436	bacteria	320.54127385605887	51427.35092947167	bacteria
rubinisphaera_brasiliensis_dsm_5305_gca_000165715	1080.9747368421054	649952.2878434241	756272	bacteria	360.6212314225053	72561.64924120996	bacteria
colletotrichum_higginsianum_imi_349063_gca_001672515	1564.8011739812982	1616672.632888724	759273	eukaryota	364.7981378026071	86753.1189735014	fungi
natranaerobius_trueperi_gca_002216005	867.9178861788617	347675.25392964954	759412	bacteria	289.40584415584414	38695.85633611212	bacteria
hippea_maritima_dsm_10411_gca_000194135	937.1526535480024	337313.8979240403	760142	bacteria	312.55051421657595	37634.325079941234	bacteria
streptococcus_ictaluri_707_05_gca_000188015	793.8920339668418	319710.9353450928	764299	bacteria	266.61785565289944	36141.00665933976	bacteria
bdellovibrio_bacteriovorus_w_gca_000525675	948.2183908045976	465328.864135528	765869	bacteria	316.2470217238963	51869.18501566234	bacteria
thiorhodospira_sibirica_atcc_700588_gca_000227725	940.974653599189	585925.6372883772	765914	bacteria	314.70644391408115	65183.84797005799	bacteria
desulfallas_gibsoniae_dsm_7213_gca_000233715	895.5655586334257	435449.090367432	767817	bacteria	298.60166937166707	49025.96420871533	bacteria
opitutaceae_bacterium_tav5_gca_000242935	1065.1469280184483	775073.3065799355	794903	bacteria	355.4268840459158	86577.847024216	bacteria
halalkalicoccus_jeotgali_b3_gca_000196895	802.2501936483346	329771.10603366606	795797	archaea	267.7385551733263	36142.49912453976	archaea
peptoanaerobacter_stomatis_gca_000238095	982.7970423253444	502908.077154513	796937	bacteria	316.6417582417582	64098.93712971285	bacteria
halostagnicola_larsenii_xh_48_gca_000517625	822.0867897386718	342325.91572712583	797299	archaea	275.578071463534	38188.29586173884	archaea
aequorivita_viscosa_gca_900141955	982.723747980614	588695.3984500722	797419	bacteria	328.07504873294346	65505.48965347504	bacteria
caloramator_australicus_rc3_gca_000297115	849.5324770642202	396363.8224580689	857293	bacteria	286.0877192982456	44026.490061973454	bacteria
kibdelosporangium_phytohabitans_gca_001302585	987.1682508574228	882992.6905246254	860235	bacteria	329.2581537853331	98643.35985987078	bacteria
gemmatirosa_kalamazoonesis_gca_000522985	1078.3339613754122	587921.8766746473	861299	bacteria	361.3660757067561	65081.311334581485	bacteria
sphingomonas_laterariae_gca_900188165	932.4192495921696	494415.5111351942	861865	bacteria	310.9747427502339	54912.25713969989	bacteria
azospirillum_lipoferum_4b_gca_000283655	976.9385044276812	620502.7554435232	862719	bacteria	325.74793797426594	69149.78631401167	bacteria
microvirga_lotononidis_gca_000262405	860.9023302646721	390191.24509887066	864069	bacteria	287.04871350101183	43426.8776324346	bacteria
plasmodium_ovale_curtisi_gca_900088555	2026.711291152264	4381070.984546448	864141	eukaryota	552.684595724907	427416.6142299748	protists
oscillatoriales_cyanobacterium_jsc_12_gca_000309945	973.6543933054394	629008.0797358736	864702	bacteria	324.55467579713246	70972.8994606879	bacteria
gillisia_limnaea_dsm_15749_gca_000243235	991.8404193360512	559493.5515729089	865937	bacteria	330.8440340076224	62373.83607803286	bacteria
aerococcus_urinae_acs_120_v_col10a_gca_000193205	957.4391657010428	487472.0076013906	866775	bacteria	320.3634204275534	55267.73118639237	bacteria
ectothiorhodospira_magna_gca_900110965	1008.0016194331984	522925.7140516493	867345	bacteria	336.1278928136419	58039.75902264975	bacteria
ornithobacterium_rhinotracheale_dsm_15997_gca_000265465	941.269960299956	496353.19981654745	867902	bacteria	322.1534144059869	56333.98674781227	bacteria
treponema_succinifaciens_dsm_2489_gca_000195275	969.9156441717791	451055.276348952	869209	bacteria	323.96680983990626	50649.11803860797	bacteria
turneriella_parva_dsm_21527_gca_000266885	973.004107272288	544844.8663436869	869212	bacteria	324.6490713587488	61037.16305706947	bacteria
candidatus_zinderia_insecticola_cari_gca_000147015	913.1116504854368	408634.98747336015	871271	bacteria	303.70388349514565	45403.88749704002	bacteria
bacteroides_faecichinchillae_gca_004801645	1075.5914951989023	535342.3992141468	871325	bacteria	347.6692174771661	61553.56512380727	bacteria
cupriavidus_sp_usmaa2_4_gca_001854305	956.0948171956608	472060.84019145806	876364	bacteria	319.5360909464457	52532.85914247063	bacteria
lachnospiraceae_bacterium_nk3a20_gca_900107575	1041.4678060413355	438821.60492735176	877406	bacteria	347.24210946863764	48806.86382160752	bacteria
desulfobacter_postgatei_2ac9_gca_000233695	987.6997670355272	523252.6086396194	879212	bacteria	329.8524734982332	58287.28515146468	bacteria
porphyromonas_asaccharolytica_dsm_20707_gca_000212375	1119.0264861683345	574042.5947044302	879243	bacteria	374.1668660287081	64131.42935031597	bacteria
peptoniphilus_sp_oral_taxon_375_str_f0436_gca_000221565	797.6411682892907	397919.9991949239	879308	bacteria	266.2541332073689	44857.68207766279	bacteria
bernardetia_litoralis_dsm_6794_gca_000265505	1048.442238267148	724157.3615066733	880071	bacteria	349.6328288100209	81236.13270429018	bacteria
schaalia_turicensis_acs_279_v_col4_gca_000296505	1006.7414094350612	454020.7722527909	883077	bacteria	335.8765359859567	50417.05559080389	bacteria
massilia_timonae_ccug_45783_gca_000315425	1035.4008785332314	467296.55884545535	883126	bacteria	346.3524332810047	52801.10559957356	bacteria
campylobacter_ureolyticus_acs_301_v_sch3b_gca_000413435	906.7944572748268	418759.1893857827	883165	bacteria	302.7485172004745	46733.62455269615	bacteria
fukomys_damarensis	42236.37625493514	7533735515.160979	885580	eukaryota	496.55395471920025	311099.31801498914	vertebrates
halovenus_aranensis_gca_900100385	876.2091503267974	376888.6748166923	890420	archaea	292.0906380441264	41883.38695080066	archaea
plautia_stali_symbiont_gca_000180175	665.3569094753027	234853.2203420039	891974	bacteria	223.41262232873976	26535.909213397685	bacteria
candidatus_moranella_endobia_pcit_gca_000219175	1021.024630541872	492807.6240831965	903503	bacteria	340.20246913580246	54778.64702359126	bacteria
prevotella_dentalis_dsm_3688_gca_000220215	1060.181489515546	704249.6249158276	908937	bacteria	384.0076182838813	79527.30158654336	bacteria
pelolinea_submarina_gca_003385075	1025.999674796748	1155581.064736394	913107	bacteria	342.2005870841487	128517.47263913318	bacteria
joostella_marina_dsm_19592_gca_000260115	1003.082944530845	577396.5847699638	926559	bacteria	335.3230240549828	64943.8453899008	bacteria
terriglobus_roseus_dsm_18391_gca_000265425	1082.0494699646642	582594.6266756143	926566	bacteria	359.0896849593496	64299.936808439474	bacteria
anaerolinea_thermophila_uni_1_gca_000199675	1029.758849557522	508767.1587107848	926569	bacteria	344.1257234726688	57205.44414349379	bacteria
sulfurimonas_gotlandica_gd1_gca_000242915	955.53605015674	430342.2104595153	929558	bacteria	318.71134380453753	48095.38696973686	bacteria
marinobacter_persicus_gca_002934305	990.4508371385084	548781.416355115	930118	bacteria	329.532784071404	60477.04227991798	bacteria
halioglobus_japonicus_gca_002869505	994.4288025889967	428943.0316169095	930805	bacteria	335.3819366434509	57242.92510285532	bacteria
acetobacterium_woodii_dsm_1030_gca_000247605	990.8214285714286	460227.0081491543	931626	bacteria	330.4592162554427	51359.35409985013	bacteria
paracoccus_sp_j56_gca_900177635	916.6074074074074	333586.9768173041	935850	bacteria	306.1545842217484	37043.91424717446	bacteria
mogibacterium_sp_cm50_gca_000293155	923.165463631316	469528.6814954655	936375	bacteria	307.8453378001117	52204.18109417353	bacteria
peptostreptococcaceae_bacterium_as15_gca_000287695	953.907712305026	487684.5770883055	936556	bacteria	318.0117442366246	54267.22832154291	bacteria
fulvimarina_manganoxydans_gca_900176465	930.2539718057732	489622.1362448524	937218	bacteria	310.25684777727884	54348.1846319656	bacteria
caldicoprobacter_faecalis_gca_900115765	907.0524576621232	393035.29848672607	937334	bacteria	302.5930377123912	43565.65023343017	bacteria
methanoplanus_limicola_dsm_2279_gca_000243255	928.5802175390892	579310.8944470115	937775	archaea	309.67247267759564	64451.373727809296	archaea
thermobrachium_celere_dsm_8682_gca_000430995	897.7656710138831	394633.3318513277	941824	bacteria	299.4873417721519	43816.84006764591	bacteria
streptomyces_qinglanensis_gca_001751375	1026.015256855929	1468833.661154087	943816	bacteria	342.1138479441427	163744.59867531655	bacteria
vibrio_maritimus_gca_000755385	682.6422018348624	238826.96301265547	990268	bacteria	231.7136758427793	29099.35307707806	bacteria
humitalea_rosea_gca_003253705	990.9224507283632	409940.8030698872	990373	bacteria	330.6830107526882	45418.38476185189	bacteria
albidovulum_xiamenense_gca_900102905	952.7173553719008	350200.6631411518	990712	bacteria	317.57788110262373	38902.33969663836	bacteria
haloarchaeobius_iranensis_gca_900103505	853.9164511122607	351740.4067305845	996166	archaea	284.65472481827624	39095.65328070847	archaea
bacteroides_nordii_cl02t12c05_gca_000273175	1147.95	703544.726397375	997884	bacteria	382.65610756608936	78525.83179081768	bacteria
sedimentitalea_nanhaiensis_gca_900116455	912.656504489455	360270.29113406123	999627	bacteria	304.52834943301133	39971.15830137083	bacteria
thermosulfurimonas_dismutans_gca_001652585	910.3200185787274	435651.3208676577	999894	bacteria	303.9582753824757	48818.89157921355	bacteria
helicobacter_bizzozeronii_ciii_1_gca_000237285	838.4654822335025	407198.2875331599	1002804	bacteria	280.1286370597243	45543.83839809037	bacteria
candidatus_thiomargarita_nelsonii_gca_000785145	824.5147750167898	558279.2473047521	1003181	bacteria	274.95879260641004	62292.662650373706	bacteria
gluconacetobacter_sp_sxcc_1_gca_000208635	761.7372829417774	463746.1655385908	1004836	bacteria	254.12660627764905	52373.40137160285	bacteria
pseudomonas_putida_csv86_gca_000319305	982.1596984235778	684596.368665136	1005395	bacteria	315.29410628019326	52757.06771748	bacteria
aminivibrio_pyruvatiphilus_gca_004366815	1010.0283522348232	417533.72859194526	1005740	bacteria	336.8371237458194	46261.37426539452	bacteria
pseudomonas_kuykendallii_gca_003241145	957.1040787623066	400939.4306656575	1007099	bacteria	322.7788039713692	54222.842054088826	bacteria
endozoicomonas_montiporae_gca_000722565	926.5470517448856	699074.6802001406	1027273	bacteria	313.5871327254306	80129.24069580503	bacteria
sphingomonas_sp_kc8_gca_002151445	957.7156081254822	443420.33833914273	1030157	bacteria	319.93135725429016	49542.04418161642	bacteria
halorhabdus_tiamatea_sarl4b_gca_000215915	841.0938452163315	406692.1539456487	1033806	archaea	286.809906291834	48504.02344384792	archaea
oenococcus_kitaharae_dsm_17330_gca_000241055	909.389589041096	327658.9287292718	1045004	bacteria	303.16721672167216	36405.58126918911	bacteria
marininema_mesophilum_gca_900106775	900.6434920634921	536019.5511723044	1048340	bacteria	300.296461587504	59582.36552637871	bacteria
fusibacter_sp_3d3_gca_001748365	944.6708510638298	488158.4600567345	1048380	bacteria	315.83229009281246	54387.24669460322	bacteria
thermoplasmatales_archaeon_brna1_gca_000350305	870.2279894875164	444920.792825541	1054217	archaea	290.11583769633506	49368.69711639015	archaea
roseovarius_marisflavi_gca_900142625	918.5297229219144	678934.5938505153	1054996	bacteria	306.28398180899444	75459.79044843232	bacteria
candidatus_paraburkholderia_kirkii_uzhbot1_gca_000234195	877.1696471725471	364170.7889041791	1055526	bacteria	295.96426799007446	40755.60547532041	bacteria
amycolatopsis_methanolica_239_gca_000739085	902.6306191687872	606070.9308366871	1068978	bacteria	301.2118486795146	67653.84688985717	bacteria
riemerella_columbipharyngis_gca_900101995	882.4643861293346	482045.2690076632	1071918	bacteria	294.9216241737488	53641.581950691	bacteria
corynebacterium_uterequi_gca_001021065	1002.5617198335644	454648.39524070406	1072256	bacteria	334.3303862261517	50657.03976991594	bacteria
candidatus_haloredivivus_sp_g17_gca_000236195	447.6593357271095	175599.16229717867	1072681	archaea	150.7174721189591	19950.39712833488	archaea
carnobacterium_iners_gca_900177385	923.2148876404494	343588.41797029186	1073423	bacteria	309.76484789956544	38574.08912122081	bacteria
fontimonas_thermophila_gca_900113085	1008.380231167796	455619.9933251459	1076937	bacteria	336.4015212169736	50610.2275827871	bacteria
pseudorhodobacter_antarcticus_gca_900110135	893.8700890518596	404664.7696002541	1077947	bacteria	298.66007383966246	44959.50694676321	bacteria
streptomyces_sp_hgb0020_gca_000411315	982.2058892815076	403733.3280840542	1078086	bacteria	327.9692914326682	44899.88708268382	bacteria
leptolyngbya_sp_o_77_gca_001548395	917.1128468653648	485742.4196231643	1080068	bacteria	306.2465724968841	54292.57849957328	bacteria
hepatospora_eriocheir_gca_002087875	648.978374836173	265137.9674115828	1081669	eukaryota	233.55340528470413	37753.83398597976	fungi
enterospora_canceri_gca_002087915	839.6970954356847	444705.06180429016	1081671	eukaryota	281.37261294829995	49459.65419834173	fungi
sediminibacterium_goheungense_gca_004361915	1036.9601809954752	649319.1444610414	1086393	bacteria	346.2760545905707	73141.93556047606	bacteria
nannochloropsis_gaditana_ccmp526_gca_000240725	1361.111986494091	1644381.1706809383	1093141	eukaryota	299.46664663461536	85371.56786828267	protists
flavobacterium_indicum_gptsa100_9_dsm_17447_gca_000455605	1007.9947368421052	566828.4806041053	1094466	bacteria	336.07889769724426	63086.91106887511	bacteria
novosphingobium_lindaniclasticum_le124_gca_000445125	929.288217257994	434496.3524000194	1096930	bacteria	310.4112921222941	48753.371202816656	bacteria
limnohabitans_sp_2kl_17_gca_003063415	976.008695652174	587264.939967854	1100704	bacteria	327.3809673366834	65332.72412397757	bacteria
rickettsia_amblyommatis_str_gat_30v_gca_000284055	778.5726618705036	589006.8842052923	1105111	bacteria	260.4916485112564	65770.58586770194	bacteria
streptomyces_tsukubensis_nrrl18488_gca_000297155	973.0172052663077	873707.8152059546	1114943	bacteria	350.06884517766497	139391.29178505362	bacteria
cruoricaptor_ignavus_gca_900141665	945.7177011494252	503247.7795163322	1118202	bacteria	315.62326869806094	55875.70004030375	bacteria
mycoplasma_hyorhinis_sk76_gca_000313635	1000.5697211155378	898473.1417415445	1118964	bacteria	333.56058588548603	99909.59599112294	bacteria
alysiella_filiformis_dsm_16848_gca_900230205	897.0566942869604	456651.3135382821	1120981	bacteria	299.2807709154621	50763.302815882205	bacteria
anaerobranca_californiensis_dsm_14826_gca_900142275	892.1440309328178	366308.87866478827	1120989	bacteria	297.6417475728155	40676.89539082503	bacteria
aquamicrobium_aerolatum_dsm_21857_gca_900113935	929.2744093367492	406910.8141997151	1121003	bacteria	310.09384835479256	45213.93394898101	bacteria
bacteroides_massiliensis_b84634_timone_84634_dsm_17679_jcm_13223_gca_000382445	1033.220584498094	643929.1368918798	1121098	bacteria	344.5231565329884	72029.80387616208	bacteria
paramaledivibacter_caminithermalis_dsm_15212_gca_900142245	881.3229029713384	362177.3744016705	1121301	bacteria	293.94767441860466	40237.19366627938	bacteria
asaccharospora_irregularis_dsm_2635_gca_900129815	877.2677381419052	351603.000052882	1121321	bacteria	292.8286052009456	39034.03170802618	bacteria
desulfobacterium_vacuolatum_dsm_3385_gca_900176365	1041.749573274811	564415.5277589642	1121400	bacteria	347.3600293901543	62774.94629024901	bacteria
desulfofustis_glycolicus_dsm_9705_gca_900130015	973.860527492177	481888.9798723799	1121409	bacteria	325.0421997755331	53491.29098932245	bacteria
desulfopila_aestuarii_dsm_18488_gca_900143695	985.430111594477	490910.3246171461	1121416	bacteria	328.66616056177645	54516.43010182767	bacteria
enterovibrio_nigricans_dsm_22720_gca_900167155	910.2344368103268	465642.6289096526	1121868	bacteria	303.43859649122805	51740.40629775818	bacteria
hespellia_stercorisuis_dsm_15480_gca_900142165	943.977294921875	576471.630986185	1121950	bacteria	316.0106068080908	64222.43734120584	bacteria
lachnobacterium_bovis_dsm_14045_gca_900107245	986.0837849103792	578978.0734608979	1122142	bacteria	328.8168130489335	64355.74132389767	bacteria
lampropedia_hyalina_dsm_16112_gca_900129055	1038.260519575558	519564.8559700081	1122156	bacteria	346.3386087596614	57828.18648009615	bacteria
megasphaera_cerevisiae_dsm_20462_gca_001045675	903.7165682528656	400232.0231826595	1122219	bacteria	303.5863524446008	44305.99491571952	bacteria
moraxella_cuniculi_dsm_21768_gca_900156515	920.0445062586926	460832.9238067714	1122245	bacteria	307.0485981308411	51328.98781944572	bacteria
pseudoalteromonas_denitrificans_dsm_6059_gca_900112265	996.2350746268656	649614.8635577476	1123010	bacteria	332.5776444111028	72285.17930129691	bacteria
schwartzia_succinivorans_dsm_10502_gca_900129225	981.8170982326346	566936.3032930566	1123243	bacteria	327.3854080791426	62963.608512761246	bacteria
sphingomonas_sanxanigenens_dsm_19645_nx02_gca_000512205	943.1238125905652	506671.4089835938	1123269	bacteria	315.03261760367155	56820.41254247489	bacteria
succiniclasticum_ruminis_dsm_9236_gca_900112895	978.4127678181025	703150.3982271128	1123323	bacteria	326.8187417509899	78277.69600422597	bacteria
tepidimicrobium_xylanilyticum_gca_900106765	871.7199868073878	365080.4405373802	1123352	bacteria	291.13542361574383	40764.03103704104	bacteria
thalassobaculum_litoreum_dsm_18839_gca_900102465	959.4209680658768	352980.04653494054	1123362	bacteria	319.8870740068562	39217.82387282046	bacteria
thermosyntropha_lipolytica_dsm_11003_gca_900129805	903.7924616100512	361605.55746642366	1123382	bacteria	301.3428304530593	40169.39175815301	bacteria
tissierella_praeacuta_dsm_18095_gca_900128955	883.6810428065659	365407.2939193244	1123404	bacteria	294.5912762520194	40602.341294265934	bacteria
flavobacterium_fontis_gca_900129405	1014.9006861682918	656619.3929511184	1124188	bacteria	338.5624092888244	73081.04692036383	bacteria
kribbella_soli_gca_004217145	964.5304485231554	374721.3371167815	1124743	bacteria	322.9944383992262	42293.06260509871	bacteria
rhizobium_sp_nt_26_gca_000967425	895.9075431034482	391173.9446725568	1125847	bacteria	298.64436237236583	43575.11925710639	bacteria
providencia_sneebia_dsm_19967_gca_000314895	913.9799872935196	404447.7298186208	1141660	bacteria	305.78670093157723	45035.92299788514	bacteria
tritrichomonas_foetus_gca_001839685	1582.0898122253295	2120520.769511452	1144522	eukaryota	530.6988714784444	237918.48383179583	protists
acinetobacter_sp_cip_102637_gca_000368425	894.0611782477341	451439.8814088115	1144669	bacteria	299.0619502868069	50480.45063659279	bacteria
pararhodospirillum_photometricum_dsm_122_gca_000284415	998.0158247108948	538726.5105561994	1150469	bacteria	332.8189312977099	59860.57166348794	bacteria
phaeospirillum_molischianum_dsm_120_gca_000294655	909.9389955298448	563816.6164773707	1150626	bacteria	303.9671174754707	62921.08857362519	bacteria
enterococcus_pallens_atcc_baa_351_gca_000393975	906.9468755971718	405204.9780641086	1158607	bacteria	302.3730939972978	45236.4428203288	bacteria
flavobacterium_marinum_gca_900108395	942.160907504363	552947.512158394	1159016	bacteria	314.6768421052632	61432.26583769004	bacteria
alloscardovia_macacae_gca_002127695	1080.1214382632293	531102.6593771561	1160091	bacteria	361.3090322580645	66819.75143547346	bacteria
rhodanobacter_sp_115_gca_000264335	882.0791929382093	395036.391809641	1162282	bacteria	294.0661051556917	44024.99307601856	bacteria
hydrocarboniphaga_effusa_ap103_gca_000271305	994.553681963714	563494.3180505949	1172194	bacteria	331.59432275368795	60652.767425843485	bacteria
lihuaxuella_thermophila_gca_900110165	859.2847222222222	353350.7797184374	1173111	bacteria	286.9544474393531	39349.281019578666	bacteria
opitutaceae_bacterium_tsb47_gca_001650175	1285.8166206079748	2550566.980580561	1184151	bacteria	429.9040656919688	285928.7061393162	bacteria
lactobacillus_coryniformis_subsp_coryniformis_cect_5711_gca_000283115	981.2909896602658	304164.12365769	1185325	bacteria	327.3529411764706	33714.33926805144	bacteria
mycobacteroides_abscessus_subsp_abscessus_gca_900130455	902.537125748503	418760.5488760576	1185650	bacteria	136.62091503267973	12813.71732319004	bacteria
flammeovirga_sp_my04_gca_001682195	1151.3347732181426	925880.7123891654	1191459	bacteria	392.2512924667652	103728.70932427568	bacteria
granulosicoccus_antarcticus_imcc3135_gca_002215215	1036.7129122910812	777219.197598041	1192854	bacteria	345.72934131736525	87008.11418612095	bacteria
tetrasphaera_australiensis_ben110_gca_001050535	854.2798771846954	364510.0400060326	1193182	bacteria	285.09538683325326	40708.35980087171	bacteria
tetrasphaera_jenkinsii_ben_74_gca_001046875	906.2987421383648	415366.2514898983	1193518	bacteria	302.34912516823687	46667.81695871212	bacteria
thaumarchaeota_archaeon_scgc_ab_539_e09_gca_000349625	663.7969230769231	281271.74606139626	1198115	archaea	221.55882352941177	31306.64382124943	archaea
thermoplasmatales_archaeon_scgc_ab_539_n05_gca_000349645	848.0645539906103	524130.31427676906	1198116	archaea	282.71800947867297	58546.14577254558	archaea
micromonospora_avicenniae_gca_900156065	993.5245657568238	640728.8831240875	1198245	bacteria	331.1785773503565	71163.76296387955	bacteria
dermabacter_sp_hfh0086_gca_000413375	1005.6901078293484	481516.5563608232	1203568	bacteria	335.41037735849056	53648.88200646442	bacteria
celeribacter_indicus_gca_000819565	909.9428216283404	326524.900169658	1208324	bacteria	304.8261521972133	36368.64708607031	bacteria
paenibacillus_popilliae_atcc_14706_gca_000315235	771.9976653696498	426512.3277060167	1212764	bacteria	257.3493756503642	47368.6379881607	bacteria
colletotrichum_gloeosporioides	1577.8479942786555	1301187.7148641502	1213859	eukaryota	469.8896519613549	129150.73678948364	fungi
dehalogenimonas_alkenigignens_gca_001466665	857.8974093264248	391531.79143963015	1217799	bacteria	286.0057083549559	43785.61004008728	bacteria
quasibacillus_thermotolerans_gca_000818695	806.0	314391.25359317905	1221996	bacteria	269.515438247012	35251.90959970826	bacteria
lactobacillus_helveticus_cirm_bia_951_gca_000493455	734.3633455210238	360064.8432283086	1226334	bacteria	244.87116001834025	39959.17559447944	bacteria
clostridium_tetanomorphum_dsm_665_gca_000647895	897.3129988597492	371404.35496880405	1230342	bacteria	298.4733578318788	41948.33388686159	bacteria
malassezia_sympodialis_atcc_42132_gca_000349305	1594.206449668475	1254259.339638823	1230383	eukaryota	497.8641425389755	127751.01116661812	fungi
lachnospiraceae_bacterium_10_1_gca_000403495	935.89886600324	493692.6520380656	1235800	bacteria	312.13995327102805	55040.13862304058	bacteria
eubacterium_plexicaudatum_asf492_gca_000364225	853.0294354190124	431576.2631295557	1235802	bacteria	284.47351316217095	48137.1133077597	bacteria
candidatus_methanomethylophilus_alvus_mx1201_gca_000300255	895.8671586715867	446325.5675730911	1236689	archaea	298.6865489957395	49532.51496512351	archaea
gordonia_sp_nb4_1y_gca_000347295	945.1375438596492	365350.2211334137	1241906	bacteria	315.0849167253108	40529.222257190384	bacteria
pseudomonas_resinovorans_nbrc_106553_gca_000412695	976.9569083447332	617284.0463726531	1245471	bacteria	326.51716997411563	68939.11892329782	bacteria
aspergillus_turcosus_gca_002234965	1686.0538928109777	1568480.249680797	1245748	eukaryota	528.2186614344888	159489.3209817031	fungi
endosymbiont_of_unidentified_scaly_snail_isolate_monju_gca_000801295	952.706536238328	500730.37558448274	1248727	bacteria	318.100987432675	55900.73833759661	bacteria
bacterioplanes_sanyensis_gca_002237535	988.4591783671348	644586.5682941491	1249553	bacteria	331.4225687103594	72036.37729649276	bacteria
aliidiomarina_sanyensis_gca_003987175	1006.3474358974358	438900.588514158	1249555	bacteria	335.4532990574121	48705.58954547676	bacteria
flammeovirgaceae_bacterium_311_gca_000597885	1066.5555968071285	874663.7363718448	1257021	bacteria	355.8893473368342	97795.49816449612	bacteria
halarchaeum_acidiphilum_mh1_52_1_gca_000474235	790.8489263803681	320927.3404207878	1261545	archaea	269.0365853658537	36667.6648347685	archaea
roseburia_sp_831b_gca_001940165	973.5593391773432	469461.0276749762	1261635	bacteria	324.6194871794872	52431.19544775334	bacteria
firmicutes_bacterium_cag_170_gca_000436735	910.1217547000896	456451.4504624817	1263006	bacteria	304.18501805054154	50798.80819078973	bacteria
fabibacter_pacificus_gca_005166025	1019.0092260379292	632511.1083485931	1267423	bacteria	354.8735059760956	85338.48611233769	bacteria
altererythrobacter_atlanticus_gca_001008165	970.5994500458296	452084.9706231694	1267766	bacteria	323.559618930547	50368.175202559934	bacteria
brevirhabdus_pacifica_gca_001981245	956.218561925879	366632.4167275891	1267768	bacteria	320.9372413793104	40810.51210001071	bacteria
spiroplasma_apis_b31_gca_000500935	1022.8924623115578	468626.8485849772	1276258	bacteria	341.2570564516129	52077.632139863614	bacteria
desulfotignum_phosphitoxidans_dsm_13687_gca_000350545	974.5469220835128	511026.623739717	1286635	bacteria	325.11140642303434	54341.53100632902	bacteria
corynebacterium_freneyi_dnf00450_gca_000758965	980.859990034878	429738.4903575273	1287475	bacteria	327.83245521601685	48660.61714325709	bacteria
magnetospira_sp_qh_2_gca_000968135	968.1176158940398	507259.55055075337	1288970	bacteria	323.4289189189189	57138.76893908507	bacteria
_clostridium_ultunense_esp_gca_000344075	843.4934337243915	342711.4598080148	1288971	bacteria	276.7369592875318	39945.440491673806	bacteria
falsochrobactrum_ovis_gca_003259955	909.8980304955528	403692.6127320588	1293442	bacteria	304.308037143772	44755.65844595378	bacteria
lactobacillus_mudanjiangensis_gca_900617925	849.2908533184607	441589.1675425352	1296538	bacteria	286.57008278618326	49837.66891624101	bacteria
thalassolituus_oleivorans_mil_1_gca_000355675	964.3601856908792	563921.6028175564	1298593	bacteria	322.0671436433682	62825.42075886349	bacteria
mycobacterium_ulcerans_str_harvey_gca_000524035	556.0950201590933	185649.6954165673	1299332	bacteria	185.71615188752352	20799.260873941494	bacteria
mesorhizobium_waimense_gca_003601975	894.0528336864406	400792.4902555104	1300307	bacteria	298.562358578464	44459.91653820634	bacteria
pseudomonas_knackmussii_b13_gca_000689415	949.7986086956522	409557.0810208506	1301098	bacteria	317.0931267806268	45982.69070252783	bacteria
kiritimatiella_glycovorans_gca_001017655	1086.5520661157025	508367.7653739848	1307763	bacteria	362.6337968815845	57078.64029067879	bacteria
salinivirga_cyanobacteriivorans_gca_001443605	1096.419404915912	801151.8708966437	1307839	bacteria	368.5509819747108	91258.77868377711	bacteria
perkinsela_sp_ccap_1560_4_gca_001235845	1066.6793602437167	891689.3235655399	1314962	eukaryota	359.18451771451976	102849.83014124112	protists
myroides_indicus_gca_004364575	996.9037610619469	755471.3153381177	1323422	bacteria	334.10449981405725	83947.30938822629	bacteria
helicobacter_fennelliae_mry12_0050_gca_000509365	780.9651398459667	404382.85928711545	1325130	bacteria	260.4313164349959	44958.338634421714	bacteria
weissella_oryzae_sg25_gca_000691805	829.3765709156194	426680.9371607552	1329250	bacteria	276.6847090663058	47466.81345290494	bacteria
